,y,V1x_ib,V2x_ib,V1z_ib,V2z_ib,V1x_wt,V2x_wt,V1z_wt,V2z_wt
0,-17.126425503208008,-0.019615915125142613,-0.06889379504116815,-0.001444151178432793,0.006604024283110819,-0.000656230049075227,-1.8810306896221045,-1.4686673336334597e-05,0.07067607752776431
1,-17.07537803524018,-0.01973749378010985,-0.0694828667563945,-0.0014558762909825324,0.006666667878951323,-0.0006584007061455372,-1.903467683810638,-1.4775669530887007e-05,0.21820791301733525
2,-17.024330567272347,-0.019860004323997465,-0.07007789022698062,-0.001467704196265616,0.006729855324406991,-0.0006605788334162342,2.3087255796900257,-1.4865220005591152e-05,23.860597281273186
3,-16.973283099304513,-0.019983455005476713,-0.07067893285369038,-0.0014796358088927245,0.006793589392963517,-0.0006627644457932667,4.03541255797516,-1.4955328461087264e-05,24.22156782154932
4,-16.92223563133668,-0.020107854153978297,-0.07128606291118487,-0.0014916720507714538,0.006857872824603288,-0.0006649575580030942,5.377227593953162,-1.5045998625194142e-05,23.25409159522817
5,-16.871188163368846,-0.02023321018055239,-0.07189934956288457,-0.0015038138511387982,0.006922708324774432,-0.0006671581845883301,7.139125594919108,-1.5137234253304902e-05,23.71715315870012
6,-16.82014069540101,-0.020359531578738595,-0.07251886287620368,-0.0015160621465923024,0.00698809856336778,-0.0006693663399035018,8.316728175624553,-1.5229039128425053e-05,22.79225937268415
7,-16.769093227433178,-0.020486826925446917,-0.07314467383817,-0.0015284178811211548,0.007054046173709581,-0.000671582038110624,9.87889407703555,-1.5321417061632786e-05,22.823446555390614
8,-16.718045759465344,-0.020615104881849224,-0.07377685437144171,-0.0015408820061361633,0.00712055375156529,-0.0006738052931747743,11.498471814306175,-1.5414371892139342e-05,22.92184256718904
9,-16.66699829149751,-0.020744374194281382,-0.07441547735073359,-0.0015534554804998368,0.007187623854160099,-0.0006760361188595846,12.95034479702245,-1.5507907487710085e-05,22.7289268133133
10,-16.615950823529676,-0.020874643695156715,-0.07506061661966615,-0.0015661392705556205,0.007255258999218012,-0.0006782745287225978,13.965556836375962,-1.5602027744736607e-05,21.97110394333587
11,-16.564903355561842,-0.02100592230389049,-0.07571234700805107,-0.0015789343501559953,0.007323461664020226,-0.0006805205361106249,14.90371874062178,-1.569673658859806e-05,21.212963262379944
12,-16.51385588759401,-0.021138219027835754,-0.07637074434962658,-0.0015918417006904795,0.007392234284486593,-0.0006827741541550361,15.567140236300823,-1.5792037973961114e-05,20.24838938707104
13,-16.462808419626175,-0.02127154296323094,-0.07703588550025686,-0.0016048623111136616,0.007461579254280257,-0.0006850353957669239,14.912476591248248,-1.5887935884851352e-05,18.074485563317367
14,-16.41176095165834,-0.021405903296159094,-0.0777078483566107,-0.0016179971779705887,0.007531498923941762,-0.000687304273632193,12.235555576099106,-1.598443433523274e-05,14.258081789662544
15,-16.360713483690507,-0.02154130930351901,-0.07838671187533439,-0.001631247305423621,0.00760199560004993,-0.0006895808002066638,6.8525990670476205,-1.6081537368993884e-05,8.481555093564772
16,-16.32988570197128,-0.021623591920687572,-0.07880005602921811,-0.0016393053593807198,0.0076448492389834775,-0.0006909593136636877,1.9373940674818602,-1.6140472814016195e-05,3.817171264534067
17,-16.308684049056186,-0.021680405770819144,-0.07908581819487835,-0.0016448719725007809,0.007674444479125308,-0.0006919090023090944,-0.11164512980037375,-1.6181134669838703e-05,1.9803768044336916
18,-16.26633885548293,-0.021794428144689588,-0.07966021205817875,-0.0016560505842500666,0.007733854252569841,-0.0006938097392212333,-1.1810748643495446,-1.6262663646082886e-05,0.9530403360148111
19,-16.202966186483707,-0.021966451471604972,-0.08052901660080572,-0.0016729322722995059,0.007823515558114903,-0.0006966642089656407,-1.185297249638345,-1.6385470650166063e-05,0.7499228411964269
20,-16.118739742139283,-0.022197672086596766,-0.08170100080555225,-0.0016956544108645158,0.007944079739342951,-0.0007004763510534227,-1.0213744139636356,-1.6550172963763215e-05,0.6223487072919189
21,-16.013890381279083,-0.02248969941814171,-0.08318804632436767,-0.0017244015543832847,0.008096406985651228,-0.000705251253342549,-0.8273385986820705,-1.6757595278079673e-05,0.4838198280028366
22,-15.88870548871324,-0.02284456816338515,-0.08500531462222899,-0.0017594065713566814,0.008281558167822951,-0.0007109950069455321,-0.629921448724094,-1.700877095963949e-05,0.35076610554335225
23,-15.743528187530783,-0.023264753374940928,-0.08717146201390587,-0.0018009519867578953,0.008500783349931684,-0.0007177145201686887,-0.4538209602085244,-1.730494344327736e-05,0.23856924179587496
