polar,DPN,AoA,AoS,V_inf,T_inf,p_inf,rho_inf,a_inf,n,Mtip,J,CT,TC,CP,PC,ETA
1,23,8.0,0.0,28.86,300.4,101612.3,1.178,347.46,35.39,0.1543,2.0062,0.1517,0.0377,0.4041,0.0500,0.7532
1,24,6.0,0.0,28.84,300.4,101607.4,1.178,347.45,35.57,0.1548,1.9954,0.1459,0.0366,0.3989,0.0502,0.7300
1,25,4.0,0.0,28.86,300.4,101611.2,1.178,347.45,35.75,0.1554,1.9867,0.1421,0.0360,0.3952,0.0504,0.7142
1,26,2.0,0.0,28.86,300.4,101608.1,1.178,347.44,35.85,0.1557,1.9811,0.1382,0.0352,0.3907,0.0503,0.7008
1,27,0.0,0.0,28.85,300.4,101610.3,1.179,347.43,35.48,0.1546,2.0006,0.1246,0.0311,0.3678,0.0459,0.6779
1,28,-2.0,0.0,28.89,300.3,101608.0,1.179,347.43,35.41,0.1544,2.0075,0.1245,0.0309,0.3688,0.0456,0.6777
2,29,-2.0,0.0,29.03,300.2,101616.5,1.179,347.37,35.48,0.1549,2.0135,0.1129,0.0278,0.3600,0.0441,0.6315
2,30,0.0,0.0,28.99,300.4,101616.5,1.179,347.44,35.50,0.1548,2.0094,0.1144,0.0283,0.3602,0.0444,0.6382
2,31,2.0,0.0,28.98,300.4,101615.2,1.178,347.47,35.44,0.1546,2.0124,0.1169,0.0289,0.3623,0.0445,0.6495
2,32,4.0,0.0,28.96,300.6,101619.2,1.177,347.60,35.65,0.1552,1.9986,0.1328,0.0332,0.3853,0.0483,0.6888
2,33,6.0,0.0,28.96,300.9,101619.1,1.176,347.77,35.62,0.1550,2.0011,0.1408,0.0352,0.3926,0.0490,0.7180
2,34,8.0,0.0,28.92,301.3,101616.9,1.175,347.95,35.88,0.1557,1.9832,0.1607,0.0409,0.4194,0.0538,0.7598
2,35,10.0,0.0,28.93,301.4,101616.4,1.174,348.05,35.77,0.1553,1.9902,0.1685,0.0425,0.4252,0.0539,0.7885
2,36,12.0,0.0,28.94,301.5,101614.9,1.174,348.08,35.56,0.1547,2.0023,0.1762,0.0440,0.4315,0.0537,0.8178
2,37,14.0,0.0,28.92,301.5,101615.9,1.174,348.09,35.33,0.1539,2.0140,0.1846,0.0455,0.4376,0.0536,0.8494
2,38,16.0,0.0,28.92,301.5,101615.7,1.174,348.10,35.57,0.1547,2.0003,0.2030,0.0507,0.4595,0.0574,0.8833
2,39,18.0,0.0,28.91,301.5,101612.9,1.174,348.11,35.47,0.1543,2.0056,0.2119,0.0527,0.4691,0.0582,0.9057
2,40,20.0,0.0,28.92,301.6,101613.6,1.174,348.13,35.74,0.1552,1.9905,0.2284,0.0576,0.4916,0.0623,0.9245
2,41,22.0,0.0,28.93,301.6,101612.9,1.174,348.16,35.58,0.1547,2.0006,0.2360,0.0590,0.5016,0.0626,0.9411
2,42,24.0,0.0,28.91,301.7,101612.3,1.173,348.19,35.92,0.1557,1.9799,0.2507,0.0640,0.5249,0.0676,0.9454
2,43,24.0,0.0,28.91,301.7,101613.1,1.173,348.19,35.96,0.1558,1.9781,0.2509,0.0641,0.5256,0.0679,0.9441
2,44,22.0,0.0,28.99,301.7,101616.0,1.173,348.22,35.65,0.1550,2.0014,0.2349,0.0586,0.5013,0.0625,0.9377
2,45,20.0,0.0,28.99,301.8,101615.6,1.173,348.24,35.96,0.1559,1.9838,0.2282,0.0580,0.4923,0.0631,0.9194
2,46,20.0,0.0,28.98,301.8,101614.3,1.173,348.25,35.50,0.1545,2.0090,0.2200,0.0545,0.4791,0.0591,0.9221
2,47,18.0,0.0,29.02,301.8,101616.9,1.173,348.27,35.55,0.1547,2.0088,0.2120,0.0525,0.4704,0.0580,0.9049
2,48,16.0,0.0,29.02,301.8,101618.0,1.173,348.28,35.72,0.1552,1.9985,0.2031,0.0508,0.4616,0.0578,0.8789
2,49,14.0,0.0,29.02,301.9,101618.6,1.173,348.30,35.49,0.1545,2.0119,0.1838,0.0454,0.4392,0.0539,0.8421
2,50,12.0,0.0,29.02,301.9,101619.8,1.173,348.32,35.68,0.1551,2.0011,0.1757,0.0439,0.4333,0.0541,0.8116
2,51,10.0,0.0,29.00,301.9,101621.3,1.173,348.33,35.43,0.1542,2.0142,0.1567,0.0386,0.4092,0.0501,0.7714
2,52,8.0,0.0,28.99,301.9,101620.9,1.172,348.34,35.57,0.1547,2.0052,0.1494,0.0372,0.4022,0.0499,0.7450
2,53,6.0,0.0,29.02,301.9,101619.0,1.172,348.35,35.77,0.1553,1.9966,0.1444,0.0362,0.3969,0.0499,0.7265
2,54,4.0,0.0,29.02,302.0,101617.0,1.172,348.36,35.50,0.1545,2.0115,0.1274,0.0315,0.3727,0.0458,0.6877
2,55,2.0,0.0,29.00,302.0,101619.7,1.172,348.37,35.58,0.1547,2.0059,0.1231,0.0306,0.3673,0.0455,0.6724
2,56,0.0,0.0,29.01,302.0,101619.6,1.172,348.38,35.67,0.1550,2.0011,0.1224,0.0306,0.3664,0.0457,0.6687
2,57,-2.0,0.0,28.97,302.0,101620.7,1.172,348.40,35.61,0.1548,2.0019,0.1232,0.0307,0.3677,0.0458,0.6707
