polar,DPN,AoA,AoS,V_inf,T_inf,p_inf,rho_inf,a_inf,n,Mtip,J,CT,TC,CP,PC,ETA
1,25,4.0,0.0,28.88,300.5,101652.8,1.178,347.51,32.32,0.1449,2.1984,0.0411,0.0085,0.2164,0.0204,0.4177
1,26,2.0,0.0,28.83,300.5,101650.3,1.178,347.51,32.41,0.1451,2.1882,0.0391,0.0082,0.2151,0.0205,0.3974
1,27,0.0,0.0,28.87,300.5,101648.6,1.178,347.52,32.46,0.1453,2.1884,0.0377,0.0079,0.2140,0.0204,0.3852
1,28,-2.0,0.0,28.86,300.5,101649.0,1.178,347.53,32.45,0.1453,2.1884,0.0386,0.0081,0.2147,0.0205,0.3933
2,29,-2.0,0.0,29.04,298.5,101669.9,1.187,346.35,32.39,0.1459,2.2063,0.0277,0.0057,0.2001,0.0186,0.3051
2,30,0.0,0.0,29.05,298.8,101671.9,1.185,346.55,32.41,0.1459,2.2059,0.0295,0.0061,0.2012,0.0187,0.3240
2,31,2.0,0.0,28.99,299.1,101672.0,1.184,346.70,32.33,0.1455,2.2058,0.0313,0.0064,0.2016,0.0188,0.3423
2,32,4.0,0.0,28.98,299.7,101671.4,1.182,347.06,32.66,0.1463,2.1834,0.0522,0.0110,0.2316,0.0223,0.4922
2,33,6.0,0.0,28.95,299.9,101673.1,1.181,347.15,32.52,0.1458,2.1904,0.0563,0.0117,0.2382,0.0227,0.5180
2,34,8.0,0.0,28.96,300.0,101671.4,1.181,347.22,32.24,0.1449,2.2103,0.0608,0.0125,0.2424,0.0224,0.5549
2,35,10.0,0.0,28.96,300.0,101670.5,1.181,347.23,32.32,0.1452,2.2049,0.0808,0.0166,0.2742,0.0256,0.6499
2,36,12.0,0.0,28.95,300.1,101668.3,1.180,347.26,32.47,0.1456,2.1942,0.1080,0.0224,0.3135,0.0297,0.7557
2,37,14.0,0.0,28.96,300.2,101669.7,1.180,347.32,32.38,0.1453,2.2003,0.1297,0.0268,0.3434,0.0322,0.8307
2,38,14.0,0.0,28.93,300.2,101665.6,1.180,347.35,32.61,0.1459,2.1829,0.1331,0.0279,0.3486,0.0335,0.8333
2,39,16.0,0.0,28.96,300.3,101665.3,1.180,347.37,32.10,0.1445,2.2202,0.1432,0.0291,0.3602,0.0329,0.8829
2,40,18.0,0.0,28.95,300.3,101666.7,1.179,347.39,32.36,0.1452,2.2013,0.1676,0.0346,0.3948,0.0370,0.9341
2,41,20.0,0.0,29.00,300.4,101663.6,1.179,347.43,32.65,0.1462,2.1853,0.1896,0.0397,0.4259,0.0408,0.9726
2,42,22.0,0.0,28.97,300.4,101667.9,1.179,347.46,32.27,0.1449,2.2094,0.1991,0.0408,0.4391,0.0407,1.0017
2,43,24.0,0.0,28.93,300.5,101668.2,1.179,347.49,32.68,0.1461,2.1783,0.2196,0.0463,0.4700,0.0455,1.0174
2,44,24.0,0.0,28.94,300.5,101664.0,1.179,347.49,32.66,0.1461,2.1802,0.2194,0.0462,0.4699,0.0453,1.0177
2,45,22.0,0.0,28.93,300.5,101660.9,1.178,347.54,32.32,0.1450,2.2028,0.1988,0.0410,0.4403,0.0412,0.9940
2,46,20.0,0.0,28.96,300.6,101664.7,1.178,347.56,32.04,0.1442,2.2241,0.1782,0.0360,0.4111,0.0374,0.9637
2,47,18.0,0.0,28.93,300.6,101662.4,1.178,347.57,32.50,0.1455,2.1908,0.1675,0.0349,0.3974,0.0378,0.9233
2,48,16.0,0.0,28.94,300.6,101661.9,1.178,347.59,32.41,0.1453,2.1974,0.1451,0.0301,0.3675,0.0346,0.8676
2,49,14.0,0.0,28.94,300.7,101664.4,1.178,347.61,32.18,0.1446,2.2131,0.1181,0.0241,0.3310,0.0305,0.7898
2,50,12.0,0.0,28.97,300.7,101661.4,1.178,347.62,32.63,0.1460,2.1843,0.1076,0.0226,0.3193,0.0306,0.7362
2,51,10.0,0.0,28.97,300.7,101661.3,1.178,347.64,32.59,0.1458,2.1868,0.0849,0.0178,0.2863,0.0274,0.6488
2,52,8.0,0.0,28.96,300.8,101665.2,1.178,347.66,32.44,0.1454,2.1972,0.0626,0.0130,0.2514,0.0237,0.5470
2,53,6.0,0.0,28.97,300.8,101667.8,1.177,347.68,32.25,0.1448,2.2100,0.0433,0.0089,0.2196,0.0203,0.4363
2,54,4.0,0.0,28.96,300.8,101666.3,1.177,347.69,32.40,0.1452,2.1993,0.0397,0.0082,0.2147,0.0202,0.4064
2,55,2.0,0.0,28.94,300.8,101663.7,1.177,347.70,32.50,0.1455,2.1917,0.0371,0.0077,0.2121,0.0201,0.3832
2,56,0.0,0.0,28.94,300.9,101663.4,1.177,347.72,32.51,0.1455,2.1908,0.0350,0.0073,0.2109,0.0201,0.3634
2,57,-2.0,0.0,28.98,300.9,101665.1,1.177,347.72,32.51,0.1456,2.1933,0.0362,0.0075,0.2120,0.0201,0.3742
