polar,DPN,AoA,AoS,V_inf,T_inf,p_inf,rho_inf,a_inf,n,Mtip,J,CT,TC,CP,PC,ETA
2,31,2.0,0.0,28.98,300.0,101620.9,1.180,347.25,29.95,0.1382,2.3805,-0.0645,-0.0114,0.0322,0.0024,-4.7638
2,32,4.0,0.0,28.98,300.2,101625.6,1.179,347.32,29.83,0.1378,2.3902,-0.0618,-0.0108,0.0333,0.0024,-4.4310
2,33,6.0,0.0,28.93,300.5,101622.8,1.178,347.49,29.43,0.1365,2.4187,-0.0601,-0.0103,0.0333,0.0024,-4.3647
2,34,8.0,0.0,28.94,300.9,101622.4,1.176,347.75,30.02,0.1381,2.3723,-0.0139,-0.0025,0.1134,0.0085,-0.2898
2,35,10.0,0.0,28.93,301.0,101621.9,1.176,347.81,29.64,0.1369,2.4020,-0.0026,-0.0005,0.1331,0.0096,-0.0478
2,36,12.0,0.0,28.92,301.0,101621.4,1.176,347.83,29.92,0.1377,2.3781,0.0350,0.0062,0.1966,0.0146,0.4231
2,37,14.0,0.0,28.95,301.1,101622.5,1.176,347.83,29.31,0.1360,2.4308,0.0446,0.0075,0.2143,0.0149,0.5047
2,38,16.0,0.0,28.93,301.1,101620.6,1.176,347.87,29.84,0.1375,2.3853,0.0893,0.0157,0.2838,0.0209,0.7500
2,39,18.0,0.0,28.90,301.2,101621.8,1.175,347.90,29.87,0.1375,2.3802,0.1187,0.0209,0.3248,0.0241,0.8696
2,40,20.0,0.0,28.91,301.2,101619.4,1.175,347.93,29.96,0.1378,2.3748,0.1454,0.0258,0.3633,0.0271,0.9502
2,41,22.0,0.0,28.89,301.2,101620.0,1.175,347.94,29.67,0.1369,2.3958,0.1594,0.0278,0.3836,0.0279,0.9952
2,42,22.0,0.0,28.90,301.3,101619.4,1.175,347.95,29.81,0.1373,2.3856,0.1818,0.0319,0.4167,0.0307,1.0408
2,43,22.0,0.0,28.89,301.3,101619.3,1.175,347.96,30.03,0.1380,2.3669,0.1836,0.0328,0.4189,0.0316,1.0374
2,44,22.0,0.0,28.88,301.3,101619.0,1.175,347.97,30.02,0.1379,2.3669,0.1843,0.0329,0.4192,0.0316,1.0407
2,45,22.0,0.0,28.91,301.3,101620.2,1.175,347.99,29.78,0.1373,2.3888,0.1590,0.0279,0.3841,0.0282,0.9885
2,46,20.0,0.0,28.92,301.4,101622.0,1.175,348.01,29.54,0.1366,2.4089,0.1325,0.0228,0.3470,0.0248,0.9195
2,47,18.0,0.0,28.91,301.4,101621.1,1.175,348.03,29.50,0.1364,2.4116,0.1060,0.0182,0.3080,0.0220,0.8296
2,48,16.0,0.0,28.92,301.4,101623.0,1.175,348.04,30.06,0.1381,2.3674,0.0928,0.0166,0.2899,0.0219,0.7572
2,49,14.0,0.0,28.94,301.4,101620.8,1.174,348.06,29.53,0.1365,2.4114,0.0488,0.0084,0.2229,0.0159,0.5270
2,50,12.0,0.0,28.92,301.5,101621.2,1.174,348.08,29.65,0.1368,2.4003,0.0217,0.0038,0.1811,0.0131,0.2875
2,51,10.0,0.0,28.94,301.5,101619.4,1.174,348.11,29.65,0.1369,2.4016,-0.0052,-0.0009,0.1340,0.0097,-0.0932
2,52,8.0,0.0,28.94,301.6,101621.5,1.174,348.13,29.35,0.1360,2.4264,-0.0413,-0.0070,0.0696,0.0049,-1.4378
2,53,6.0,0.0,28.93,301.6,101618.8,1.174,348.14,29.89,0.1376,2.3816,-0.0415,-0.0073,0.0662,0.0049,-1.4910
2,54,4.0,0.0,28.93,301.6,101621.0,1.174,348.16,29.87,0.1375,2.3837,-0.0548,-0.0096,0.0389,0.0029,-3.3600
2,55,2.0,0.0,28.93,301.6,101619.6,1.174,348.17,29.92,0.1376,2.3791,-0.0570,-0.0101,0.0343,0.0025,-3.9442
2,56,0.0,0.0,28.93,301.7,101622.6,1.174,348.18,29.94,0.1377,2.3781,-0.0587,-0.0104,0.0321,0.0024,-4.3497
2,57,-2.0,0.0,28.94,301.7,101620.8,1.173,348.19,29.91,0.1376,2.3805,-0.0581,-0.0102,0.0323,0.0024,-4.2834
